immediate;delayed;choose_delayed;subjectID;group
10;23;1;CL_1;CL
22;45;1;CL_1;CL
10;25;1;CL_1;CL
20;37;1;CL_1;CL
20;32;1;CL_1;CL
20;28;1;CL_1;CL
20;27;1;CL_1;CL
16;30;1;CL_1;CL
32;45;0;CL_1;CL
10;22;1;CL_1;CL
28;45;1;CL_1;CL
17;30;1;CL_1;CL
10;19;1;CL_1;CL
10;23;1;CL_1;CL
10;11;0;CL_1;CL
36;45;0;CL_1;CL
10;20;1;CL_1;CL
16;45;1;CL_1;CL
20;45;1;CL_1;CL
20;30;0;CL_1;CL
18;30;0;CL_1;CL
20;36;1;CL_1;CL
10;22;1;CL_1;CL
20;36;1;CL_1;CL
32;45;1;CL_1;CL
20;34;1;CL_1;CL
10;25;1;CL_1;CL
10;24;1;CL_1;CL
14;30;1;CL_1;CL
10;21;1;CL_1;CL
38;45;0;CL_1;CL
22;30;1;CL_1;CL
27;30;0;CL_1;CL
24;30;0;CL_1;CL
20;25;0;CL_1;CL
20;33;1;CL_1;CL
10;16;0;CL_1;CL
40;45;0;CL_1;CL
27;30;0;CL_1;CL
10;11;0;CL_1;CL
16;30;1;CL_1;CL
10;19;0;CL_1;CL
22;45;1;CL_1;CL
20;33;0;CL_1;CL
24;45;1;CL_1;CL
34;45;0;CL_1;CL
25;30;0;CL_1;CL
20;35;1;CL_1;CL
20;26;0;CL_1;CL
17;30;0;CL_1;CL
26;30;0;CL_1;CL
20;29;0;CL_1;CL
42;45;0;CL_1;CL
20;30;1;CL_1;CL
20;30;1;CL_1;CL
20;27;0;CL_1;CL
20;28;0;CL_1;CL
20;30;1;CL_1;CL
10;12;0;CL_1;CL
21;30;0;CL_1;CL
14;30;1;CL_1;CL
20;38;1;CL_1;CL
10;17;0;CL_1;CL
10;13;0;CL_1;CL
10;14;0;CL_1;CL
13;30;1;CL_1;CL
30;45;1;CL_1;CL
28;45;1;CL_1;CL
23;30;0;CL_1;CL
20;25;0;CL_1;CL
20;29;0;CL_1;CL
20;45;1;CL_1;CL
13;30;1;CL_1;CL
20;35;0;CL_1;CL
20;34;1;CL_1;CL
23;30;0;CL_1;CL
15;30;1;CL_1;CL
25;30;0;CL_1;CL
20;32;1;CL_1;CL
24;45;1;CL_1;CL
10;15;0;CL_1;CL
10;16;0;CL_1;CL
10;14;0;CL_1;CL
22;30;0;CL_1;CL
10;12;0;CL_1;CL
19;30;1;CL_1;CL
21;30;1;CL_1;CL
20;37;1;CL_1;CL
20;38;1;CL_1;CL
40;45;0;CL_1;CL
15;30;1;CL_1;CL
44;45;0;CL_1;CL
34;45;1;CL_1;CL
26;45;1;CL_1;CL
16;45;1;CL_1;CL
18;30;0;CL_1;CL
10;17;0;CL_1;CL
10;18;0;CL_1;CL
10;18;0;CL_1;CL
20;24;0;CL_1;CL
20;31;1;CL_1;CL
38;45;0;CL_1;CL
24;30;0;CL_1;CL
42;45;0;CL_1;CL
10;21;1;CL_1;CL
26;30;0;CL_1;CL
20;26;0;CL_1;CL
18;45;1;CL_1;CL
44;45;0;CL_1;CL
19;30;1;CL_1;CL
26;45;1;CL_1;CL
10;20;0;CL_1;CL
20;24;0;CL_1;CL
30;45;1;CL_1;CL
18;45;1;CL_1;CL
10;24;1;CL_1;CL
10;13;0;CL_1;CL
10;15;0;CL_1;CL
36;45;1;CL_1;CL
20;31;1;CL_1;CL
20;30;0;PD_1;PD
17;30;0;PD_1;PD
20;32;0;PD_1;PD
26;45;1;PD_1;PD
20;30;0;PD_1;PD
10;17;0;PD_1;PD
10;19;0;PD_1;PD
16;30;0;PD_1;PD
10;22;0;PD_1;PD
20;25;0;PD_1;PD
10;21;0;PD_1;PD
34;45;0;PD_1;PD
10;22;1;PD_1;PD
22;45;1;PD_1;PD
23;30;0;PD_1;PD
18;30;0;PD_1;PD
20;32;0;PD_1;PD
36;45;0;PD_1;PD
10;20;0;PD_1;PD
18;45;1;PD_1;PD
30;45;0;PD_1;PD
15;30;0;PD_1;PD
20;27;0;PD_1;PD
24;45;1;PD_1;PD
20;30;0;PD_1;PD
32;45;0;PD_1;PD
18;45;0;PD_1;PD
10;18;0;PD_1;PD
20;30;0;PD_1;PD
20;45;1;PD_1;PD
10;13;0;PD_1;PD
42;45;0;PD_1;PD
10;20;0;PD_1;PD
16;45;1;PD_1;PD
20;45;1;PD_1;PD
24;30;0;PD_1;PD
10;12;0;PD_1;PD
44;45;0;PD_1;PD
20;34;0;PD_1;PD
25;30;0;PD_1;PD
20;35;1;PD_1;PD
14;30;0;PD_1;PD
20;37;0;PD_1;PD
26;30;0;PD_1;PD
20;26;0;PD_1;PD
44;45;0;PD_1;PD
10;23;0;PD_1;PD
10;16;0;PD_1;PD
10;13;0;PD_1;PD
34;45;1;PD_1;PD
20;28;0;PD_1;PD
26;45;1;PD_1;PD
32;45;0;PD_1;PD
16;30;1;PD_1;PD
40;45;0;PD_1;PD
25;30;0;PD_1;PD
28;45;0;PD_1;PD
20;36;0;PD_1;PD
10;15;0;PD_1;PD
10;16;0;PD_1;PD
21;30;0;PD_1;PD
20;28;0;PD_1;PD
13;30;0;PD_1;PD
15;30;1;PD_1;PD
30;45;0;PD_1;PD
22;30;0;PD_1;PD
20;36;0;PD_1;PD
20;33;0;PD_1;PD
10;14;0;PD_1;PD
20;29;0;PD_1;PD
40;45;0;PD_1;PD
10;15;0;PD_1;PD
20;31;0;PD_1;PD
20;34;0;PD_1;PD
10;21;0;PD_1;PD
10;23;0;PD_1;PD
20;38;0;PD_1;PD
20;24;0;PD_1;PD
10;25;0;PD_1;PD
20;31;0;PD_1;PD
20;37;0;PD_1;PD
10;24;0;PD_1;PD
36;45;0;PD_1;PD
23;30;0;PD_1;PD
16;45;1;PD_1;PD
28;45;0;PD_1;PD
20;27;0;PD_1;PD
20;25;0;PD_1;PD
10;18;0;PD_1;PD
14;30;1;PD_1;PD
20;38;1;PD_1;PD
20;33;0;PD_1;PD
20;26;0;PD_1;PD
10;11;0;PD_1;PD
10;24;0;PD_1;PD
10;25;0;PD_1;PD
20;35;1;PD_1;PD
24;45;1;PD_1;PD
10;14;0;PD_1;PD
19;30;0;PD_1;PD
20;29;0;PD_1;PD
26;30;0;PD_1;PD
10;19;0;PD_1;PD
21;30;0;PD_1;PD
38;45;0;PD_1;PD
22;30;0;PD_1;PD
22;45;1;PD_1;PD
10;12;0;PD_1;PD
27;30;0;PD_1;PD
13;30;1;PD_1;PD
18;30;0;PD_1;PD
24;30;0;PD_1;PD
20;24;0;PD_1;PD
42;45;0;PD_1;PD
27;30;0;PD_1;PD
10;11;0;PD_1;PD
17;30;0;PD_1;PD
38;45;0;PD_1;PD
10;17;0;PD_1;PD
19;30;0;PD_1;PD
20;33;1;CL_2;CL
38;45;0;CL_2;CL
20;45;1;CL_2;CL
18;45;1;CL_2;CL
13;30;1;CL_2;CL
44;45;0;CL_2;CL
24;30;0;CL_2;CL
10;18;1;CL_2;CL
36;45;1;CL_2;CL
10;13;0;CL_2;CL
10;19;0;CL_2;CL
20;35;1;CL_2;CL
25;30;0;CL_2;CL
14;30;1;CL_2;CL
32;45;1;CL_2;CL
10;12;0;CL_2;CL
20;34;1;CL_2;CL
16;30;1;CL_2;CL
27;30;0;CL_2;CL
34;45;1;CL_2;CL
10;16;0;CL_2;CL
10;17;0;CL_2;CL
26;30;0;CL_2;CL
36;45;0;CL_2;CL
42;45;0;CL_2;CL
20;32;1;CL_2;CL
19;30;0;CL_2;CL
14;30;1;CL_2;CL
27;30;0;CL_2;CL
16;30;1;CL_2;CL
13;30;1;CL_2;CL
20;31;1;CL_2;CL
20;38;1;CL_2;CL
32;45;1;CL_2;CL
20;26;0;CL_2;CL
44;45;0;CL_2;CL
16;45;1;CL_2;CL
26;45;1;CL_2;CL
10;18;0;CL_2;CL
20;37;1;CL_2;CL
23;30;0;CL_2;CL
18;45;1;CL_2;CL
10;15;0;CL_2;CL
10;11;0;CL_2;CL
28;45;1;CL_2;CL
17;30;1;CL_2;CL
10;13;0;CL_2;CL
10;25;1;CL_2;CL
10;23;1;CL_2;CL
10;24;1;CL_2;CL
20;30;0;CL_2;CL
10;21;1;CL_2;CL
23;30;0;CL_2;CL
10;23;1;CL_2;CL
20;24;0;CL_2;CL
19;30;1;CL_2;CL
20;26;0;CL_2;CL
26;30;0;CL_2;CL
20;38;1;CL_2;CL
28;45;1;CL_2;CL
10;21;1;CL_2;CL
20;30;1;CL_2;CL
10;16;0;CL_2;CL
26;45;1;CL_2;CL
22;45;1;CL_2;CL
20;28;0;CL_2;CL
17;30;1;CL_2;CL
38;45;0;CL_2;CL
10;14;0;CL_2;CL
34;45;1;CL_2;CL
42;45;0;CL_2;CL
18;30;1;CL_2;CL
22;45;1;CL_2;CL
20;28;1;CL_2;CL
10;24;1;CL_2;CL
20;30;1;CL_2;CL
20;37;1;CL_2;CL
10;22;1;CL_2;CL
20;34;1;CL_2;CL
22;30;0;CL_2;CL
24;30;0;CL_2;CL
10;20;1;CL_2;CL
15;30;1;CL_2;CL
20;32;1;CL_2;CL
20;33;1;CL_2;CL
20;27;0;CL_2;CL
20;25;0;CL_2;CL
30;45;1;CL_2;CL
30;45;1;CL_2;CL
20;45;1;CL_2;CL
20;29;1;CL_2;CL
40;45;0;CL_2;CL
22;30;1;CL_2;CL
10;15;0;CL_2;CL
20;25;0;CL_2;CL
10;17;0;CL_2;CL
24;45;1;CL_2;CL
16;45;1;CL_2;CL
40;45;0;CL_2;CL
21;30;1;CL_2;CL
10;12;0;CL_2;CL
15;30;1;CL_2;CL
10;19;1;CL_2;CL
10;25;1;CL_2;CL
24;45;1;CL_2;CL
25;30;0;CL_2;CL
10;20;0;CL_2;CL
10;14;0;CL_2;CL
20;35;1;CL_2;CL
20;36;1;CL_2;CL
20;36;1;CL_2;CL
20;29;0;CL_2;CL
21;30;1;CL_2;CL
20;30;0;CL_2;CL
18;30;1;CL_2;CL
20;31;1;CL_2;CL
10;11;0;CL_2;CL
20;27;1;CL_2;CL
10;22;1;CL_2;CL
20;24;0;CL_2;CL
25;30;0;PD_2;PD
38;45;0;PD_2;PD
44;45;0;PD_2;PD
20;29;1;PD_2;PD
34;45;1;PD_2;PD
18;30;0;PD_2;PD
16;30;1;PD_2;PD
25;30;0;PD_2;PD
20;45;1;PD_2;PD
21;30;0;PD_2;PD
10;23;0;PD_2;PD
10;16;0;PD_2;PD
23;30;1;PD_2;PD
40;45;0;PD_2;PD
42;45;0;PD_2;PD
20;26;0;PD_2;PD
20;35;1;PD_2;PD
20;27;0;PD_2;PD
10;11;0;PD_2;PD
13;30;1;PD_2;PD
20;32;0;PD_2;PD
20;33;0;PD_2;PD
20;34;1;PD_2;PD
10;25;1;PD_2;PD
36;45;0;PD_2;PD
20;33;0;PD_2;PD
44;45;0;PD_2;PD
18;30;0;PD_2;PD
10;19;0;PD_2;PD
10;21;0;PD_2;PD
20;28;1;PD_2;PD
32;45;0;PD_2;PD
42;45;0;PD_2;PD
20;25;0;PD_2;PD
15;30;1;PD_2;PD
26;30;0;PD_2;PD
17;30;1;PD_2;PD
28;45;1;PD_2;PD
10;24;0;PD_2;PD
10;23;0;PD_2;PD
10;17;0;PD_2;PD
20;38;0;PD_2;PD
17;30;0;PD_2;PD
16;45;1;PD_2;PD
10;15;0;PD_2;PD
22;30;0;PD_2;PD
23;30;1;PD_2;PD
10;22;1;PD_2;PD
18;45;1;PD_2;PD
10;19;1;PD_2;PD
28;45;1;PD_2;PD
22;45;1;PD_2;PD
22;30;0;PD_2;PD
10;12;0;PD_2;PD
13;30;0;PD_2;PD
20;36;0;PD_2;PD
20;28;1;PD_2;PD
10;22;0;PD_2;PD
27;30;0;PD_2;PD
20;31;1;PD_2;PD
26;45;1;PD_2;PD
20;37;1;PD_2;PD
10;25;0;PD_2;PD
10;15;0;PD_2;PD
26;45;1;PD_2;PD
10;20;0;PD_2;PD
20;27;0;PD_2;PD
20;25;0;PD_2;PD
20;24;0;PD_2;PD
20;38;0;PD_2;PD
10;11;0;PD_2;PD
20;37;1;PD_2;PD
22;45;1;PD_2;PD
27;30;0;PD_2;PD
14;30;1;PD_2;PD
20;30;0;PD_2;PD
26;30;0;PD_2;PD
21;30;0;PD_2;PD
32;45;0;PD_2;PD
20;34;1;PD_2;PD
16;45;1;PD_2;PD
20;35;1;PD_2;PD
20;30;0;PD_2;PD
20;45;1;PD_2;PD
10;14;0;PD_2;PD
30;45;0;PD_2;PD
20;30;0;PD_2;PD
16;30;0;PD_2;PD
20;36;0;PD_2;PD
10;17;1;PD_2;PD
24;45;0;PD_2;PD
10;13;0;PD_2;PD
10;21;0;PD_2;PD
15;30;0;PD_2;PD
20;31;0;PD_2;PD
10;14;0;PD_2;PD
10;16;1;PD_2;PD
20;29;0;PD_2;PD
36;45;0;PD_2;PD
19;30;0;PD_2;PD
10;13;0;PD_2;PD
20;26;0;PD_2;PD
38;45;0;PD_2;PD
24;30;0;PD_2;PD
14;30;0;PD_2;PD
24;30;0;PD_2;PD
40;45;0;PD_2;PD
10;24;1;PD_2;PD
10;18;0;PD_2;PD
30;45;1;PD_2;PD
20;30;0;PD_2;PD
20;32;0;PD_2;PD
10;18;0;PD_2;PD
10;12;0;PD_2;PD
18;45;1;PD_2;PD
19;30;1;PD_2;PD
20;24;0;PD_2;PD
10;20;0;PD_2;PD
34;45;0;PD_2;PD
24;45;1;PD_2;PD
26;30;0;CL_3;CL
40;45;1;CL_3;CL
20;30;0;CL_3;CL
16;45;1;CL_3;CL
10;12;0;CL_3;CL
20;25;1;CL_3;CL
34;45;0;CL_3;CL
13;30;0;CL_3;CL
20;31;0;CL_3;CL
10;23;1;CL_3;CL
27;30;0;CL_3;CL
10;21;1;CL_3;CL
14;30;0;CL_3;CL
34;45;1;CL_3;CL
20;38;0;CL_3;CL
38;45;0;CL_3;CL
23;30;1;CL_3;CL
26;30;0;CL_3;CL
20;31;1;CL_3;CL
20;35;0;CL_3;CL
10;17;0;CL_3;CL
10;17;0;CL_3;CL
20;28;1;CL_3;CL
20;33;0;CL_3;CL
16;30;1;CL_3;CL
10;19;1;CL_3;CL
17;30;1;CL_3;CL
10;24;1;CL_3;CL
18;30;1;CL_3;CL
13;30;1;CL_3;CL
20;30;0;CL_3;CL
10;13;0;CL_3;CL
26;45;1;CL_3;CL
20;26;1;CL_3;CL
10;14;0;CL_3;CL
19;30;1;CL_3;CL
18;30;0;CL_3;CL
20;45;1;CL_3;CL
10;15;0;CL_3;CL
10;22;1;CL_3;CL
23;30;1;CL_3;CL
20;32;1;CL_3;CL
24;30;0;CL_3;CL
10;19;1;CL_3;CL
10;25;1;CL_3;CL
20;29;1;CL_3;CL
20;45;1;CL_3;CL
10;16;1;CL_3;CL
10;20;1;CL_3;CL
20;24;0;CL_3;CL
44;45;0;CL_3;CL
20;27;0;CL_3;CL
10;20;0;CL_3;CL
17;30;1;CL_3;CL
18;45;1;CL_3;CL
10;12;0;CL_3;CL
10;18;0;CL_3;CL
20;32;0;CL_3;CL
20;35;0;CL_3;CL
20;36;1;CL_3;CL
25;30;0;CL_3;CL
10;14;1;CL_3;CL
20;37;1;CL_3;CL
20;27;0;CL_3;CL
36;45;1;CL_3;CL
15;30;1;CL_3;CL
10;11;0;CL_3;CL
10;18;0;CL_3;CL
30;45;1;CL_3;CL
22;30;0;CL_3;CL
10;15;1;CL_3;CL
20;34;1;CL_3;CL
18;45;1;CL_3;CL
10;23;0;CL_3;CL
25;30;0;CL_3;CL
26;45;1;CL_3;CL
30;45;0;CL_3;CL
20;28;0;CL_3;CL
20;25;1;CL_3;CL
21;30;1;CL_3;CL
10;13;0;CL_3;CL
15;30;0;CL_3;CL
27;30;0;CL_3;CL
42;45;0;CL_3;CL
14;30;1;CL_3;CL
21;30;0;CL_3;CL
10;24;1;CL_3;CL
28;45;1;CL_3;CL
36;45;1;CL_3;CL
22;45;1;CL_3;CL
28;45;1;CL_3;CL
24;45;1;CL_3;CL
24;45;1;CL_3;CL
20;38;1;CL_3;CL
24;30;1;CL_3;CL
40;45;0;CL_3;CL
32;45;1;CL_3;CL
44;45;0;CL_3;CL
38;45;1;CL_3;CL
20;30;1;CL_3;CL
20;34;1;CL_3;CL
20;30;0;CL_3;CL
22;45;1;CL_3;CL
20;24;0;CL_3;CL
20;33;0;CL_3;CL
19;30;0;CL_3;CL
20;29;0;CL_3;CL
22;30;1;CL_3;CL
20;36;1;CL_3;CL
10;22;1;CL_3;CL
10;16;0;CL_3;CL
16;30;1;CL_3;CL
10;25;1;CL_3;CL
20;37;1;CL_3;CL
42;45;0;CL_3;CL
20;26;0;CL_3;CL
32;45;1;CL_3;CL
10;11;0;CL_3;CL
10;21;0;CL_3;CL
16;45;1;CL_3;CL
10;19;0;PD_3;PD
40;45;1;PD_3;PD
20;33;1;PD_3;PD
18;45;0;PD_3;PD
27;30;0;PD_3;PD
19;30;1;PD_3;PD
19;30;1;PD_3;PD
10;17;0;PD_3;PD
26;30;0;PD_3;PD
16;45;1;PD_3;PD
24;45;0;PD_3;PD
10;14;0;PD_3;PD
20;36;1;PD_3;PD
10;24;0;PD_3;PD
10;19;0;PD_3;PD
26;30;0;PD_3;PD
24;30;0;PD_3;PD
10;21;1;PD_3;PD
13;30;1;PD_3;PD
10;25;0;PD_3;PD
10;20;1;PD_3;PD
14;30;1;PD_3;PD
27;30;0;PD_3;PD
17;30;0;PD_3;PD
20;24;1;PD_3;PD
20;31;0;PD_3;PD
20;36;0;PD_3;PD
18;45;1;PD_3;PD
23;30;0;PD_3;PD
20;38;1;PD_3;PD
14;30;1;PD_3;PD
20;31;1;PD_3;PD
20;30;1;PD_3;PD
10;23;0;PD_3;PD
20;27;0;PD_3;PD
13;30;1;PD_3;PD
22;45;1;PD_3;PD
38;45;0;PD_3;PD
17;30;1;PD_3;PD
10;15;0;PD_3;PD
44;45;0;PD_3;PD
15;30;0;PD_3;PD
20;35;0;PD_3;PD
26;45;1;PD_3;PD
20;29;1;PD_3;PD
10;12;1;PD_3;PD
25;30;1;PD_3;PD
20;32;0;PD_3;PD
20;27;0;PD_3;PD
25;30;0;PD_3;PD
42;45;0;PD_3;PD
10;23;1;PD_3;PD
38;45;1;PD_3;PD
44;45;0;PD_3;PD
20;35;0;PD_3;PD
10;16;0;PD_3;PD
20;25;0;PD_3;PD
21;30;0;PD_3;PD
20;38;1;PD_3;PD
10;17;0;PD_3;PD
36;45;0;PD_3;PD
10;14;1;PD_3;PD
40;45;0;PD_3;PD
10;25;1;PD_3;PD
15;30;1;PD_3;PD
20;28;0;PD_3;PD
32;45;0;PD_3;PD
10;12;1;PD_3;PD
21;30;0;PD_3;PD
20;24;0;PD_3;PD
16;30;0;PD_3;PD
10;13;1;PD_3;PD
42;45;0;PD_3;PD
10;22;0;PD_3;PD
10;15;1;PD_3;PD
10;22;0;PD_3;PD
20;30;0;PD_3;PD
23;30;1;PD_3;PD
10;16;0;PD_3;PD
10;21;0;PD_3;PD
22;45;1;PD_3;PD
20;32;0;PD_3;PD
20;45;1;PD_3;PD
22;30;0;PD_3;PD
36;45;0;PD_3;PD
28;45;1;PD_3;PD
30;45;1;PD_3;PD
10;13;1;PD_3;PD
24;45;1;PD_3;PD
20;29;0;PD_3;PD
16;30;0;PD_3;PD
28;45;1;PD_3;PD
24;30;0;PD_3;PD
30;45;1;PD_3;PD
22;30;1;PD_3;PD
10;18;1;PD_3;PD
18;30;0;PD_3;PD
20;37;0;PD_3;PD
34;45;1;PD_3;PD
20;34;1;PD_3;PD
20;25;0;PD_3;PD
20;26;0;PD_3;PD
32;45;0;PD_3;PD
20;34;0;PD_3;PD
10;20;0;PD_3;PD
20;30;1;PD_3;PD
20;37;1;PD_3;PD
20;33;0;PD_3;PD
26;45;1;PD_3;PD
20;28;1;PD_3;PD
10;18;0;PD_3;PD
34;45;0;PD_3;PD
20;26;0;PD_3;PD
10;11;0;PD_3;PD
10;24;1;PD_3;PD
20;30;1;PD_3;PD
10;11;0;PD_3;PD
20;45;1;PD_3;PD
18;30;1;PD_3;PD
16;45;1;PD_3;PD
20;31;0;CL_4;CL
10;23;0;CL_4;CL
10;25;1;CL_4;CL
20;32;0;CL_4;CL
10;20;0;CL_4;CL
34;45;0;CL_4;CL
13;30;1;CL_4;CL
30;45;1;CL_4;CL
10;14;0;CL_4;CL
20;34;1;CL_4;CL
24;45;1;CL_4;CL
20;37;1;CL_4;CL
20;30;0;CL_4;CL
30;45;1;CL_4;CL
38;45;0;CL_4;CL
10;22;1;CL_4;CL
42;45;0;CL_4;CL
10;21;1;CL_4;CL
32;45;1;CL_4;CL
28;45;0;CL_4;CL
10;12;0;CL_4;CL
20;27;1;CL_4;CL
20;30;1;CL_4;CL
44;45;0;CL_4;CL
10;20;0;CL_4;CL
10;15;0;CL_4;CL
20;35;0;CL_4;CL
16;30;1;CL_4;CL
20;30;0;CL_4;CL
20;28;0;CL_4;CL
10;24;0;CL_4;CL
16;45;1;CL_4;CL
10;15;0;CL_4;CL
10;17;0;CL_4;CL
15;30;1;CL_4;CL
22;45;1;CL_4;CL
10;25;1;CL_4;CL
20;38;1;CL_4;CL
42;45;0;CL_4;CL
20;37;0;CL_4;CL
10;18;0;CL_4;CL
23;30;0;CL_4;CL
20;32;1;CL_4;CL
20;27;0;CL_4;CL
17;30;0;CL_4;CL
16;30;1;CL_4;CL
20;29;0;CL_4;CL
18;30;0;CL_4;CL
10;19;0;CL_4;CL
20;26;0;CL_4;CL
20;29;1;CL_4;CL
19;30;0;CL_4;CL
28;45;1;CL_4;CL
22;30;0;CL_4;CL
20;35;0;CL_4;CL
15;30;0;CL_4;CL
26;45;1;CL_4;CL
10;21;1;CL_4;CL
20;33;1;CL_4;CL
27;30;0;CL_4;CL
14;30;1;CL_4;CL
32;45;0;CL_4;CL
13;30;0;CL_4;CL
10;22;0;CL_4;CL
21;30;0;CL_4;CL
18;45;1;CL_4;CL
27;30;0;CL_4;CL
22;30;0;CL_4;CL
20;45;1;CL_4;CL
10;12;1;CL_4;CL
10;11;0;CL_4;CL
38;45;0;CL_4;CL
26;30;0;CL_4;CL
25;30;0;CL_4;CL
36;45;0;CL_4;CL
36;45;0;CL_4;CL
25;30;0;CL_4;CL
20;31;1;CL_4;CL
20;34;1;CL_4;CL
26;45;1;CL_4;CL
20;45;1;CL_4;CL
20;33;1;CL_4;CL
24;45;1;CL_4;CL
