immediate;delayed;choose_delayed;subjectID;group
10;17;0;PD_7;PD
18;45;1;PD_7;PD
25;30;0;PD_7;PD
24;30;0;PD_7;PD
20;35;0;PD_7;PD
20;33;0;PD_7;PD
20;31;0;PD_7;PD
32;45;0;PD_7;PD
10;19;0;PD_7;PD
20;24;0;PD_7;PD
18;30;0;PD_7;PD
20;24;0;PD_7;PD
18;30;0;PD_7;PD
10;14;0;PD_7;PD
10;21;0;PD_7;PD
10;23;0;PD_7;PD
10;24;0;PD_7;PD
10;21;0;PD_7;PD
10;16;0;PD_7;PD
32;45;0;PD_7;PD
10;25;0;PD_7;PD
10;24;0;PD_7;PD
20;36;1;PD_7;PD
20;27;0;PD_7;PD
14;30;1;PD_7;PD
38;45;0;PD_7;PD
20;36;1;PD_7;PD
13;30;0;PD_7;PD
10;18;0;PD_7;PD
20;37;1;PD_7;PD
44;45;0;PD_7;PD
26;30;0;PD_7;PD
20;38;1;PD_7;PD
21;30;0;PD_7;PD
20;30;0;PD_7;PD
42;45;0;PD_7;PD
20;26;0;PD_7;PD
36;45;0;PD_7;PD
16;45;1;PD_7;PD
10;11;0;PD_7;PD
30;45;0;PD_7;PD
10;13;0;PD_7;PD
10;20;0;PD_7;PD
38;45;0;PD_7;PD
40;45;0;PD_7;PD
20;34;0;PD_7;PD
26;30;0;PD_7;PD
26;45;1;PD_7;PD
24;45;1;PD_7;PD
23;30;0;PD_7;PD
20;35;1;PD_7;PD
10;20;0;PD_7;PD
28;45;1;PD_7;PD
10;16;0;PD_7;PD
20;30;0;PD_7;PD
19;30;0;PD_7;PD
24;45;1;PD_7;PD
23;30;0;PD_7;PD
10;17;0;PD_7;PD
17;30;0;PD_7;PD
20;25;0;PD_7;PD
10;12;0;PD_7;PD
20;38;0;PD_7;PD
20;29;0;PD_7;PD
20;26;0;PD_7;PD
10;22;0;PD_7;PD
10;23;1;PD_7;PD
10;25;0;PD_7;PD
27;30;0;PD_7;PD
36;45;0;PD_7;PD
42;45;0;PD_7;PD
10;25;1;CL_8;CL
10;21;1;CL_8;CL
20;33;1;CL_8;CL
13;30;1;CL_8;CL
20;27;1;CL_8;CL
21;30;0;CL_8;CL
10;25;1;CL_8;CL
10;24;1;CL_8;CL
27;30;0;CL_8;CL
20;36;1;CL_8;CL
20;32;1;CL_8;CL
20;30;1;CL_8;CL
20;29;0;CL_8;CL
36;45;0;CL_8;CL
17;30;1;CL_8;CL
32;45;1;CL_8;CL
18;45;1;CL_8;CL
25;30;0;CL_8;CL
10;14;0;CL_8;CL
10;16;0;CL_8;CL
24;30;0;CL_8;CL
28;45;1;CL_8;CL
24;45;1;CL_8;CL
10;20;1;CL_8;CL
20;24;0;CL_8;CL
20;38;1;CL_8;CL
27;30;0;CL_8;CL
23;30;1;CL_8;CL
42;45;0;CL_8;CL
10;19;0;CL_8;CL
32;45;1;CL_8;CL
22;30;0;CL_8;CL
20;33;1;CL_8;CL
10;22;1;CL_8;CL
18;45;1;CL_8;CL
19;30;1;CL_8;CL
38;45;0;CL_8;CL
40;45;0;CL_8;CL
10;22;1;CL_8;CL
16;30;1;CL_8;CL
26;45;1;CL_8;CL
22;45;1;CL_8;CL
30;45;1;CL_8;CL
38;45;0;CL_8;CL
14;30;1;CL_8;CL
10;16;0;CL_8;CL
20;26;1;CL_8;CL
10;23;1;CL_8;CL
26;30;0;CL_8;CL
20;36;1;CL_8;CL
20;29;0;CL_8;CL
20;38;1;CL_8;CL
20;28;0;CL_8;CL
20;37;1;CL_8;CL
20;24;0;CL_8;CL
15;30;1;CL_8;CL
20;35;1;CL_8;CL
16;30;1;CL_8;CL
20;34;1;CL_8;CL
10;17;0;CL_8;CL
10;19;0;CL_8;CL
10;12;0;CL_8;CL
24;30;0;CL_8;CL
10;24;1;CL_8;CL
18;30;1;CL_8;CL
20;26;0;CL_8;CL
26;45;1;CL_8;CL
16;45;1;CL_8;CL
20;25;0;CL_8;CL
22;30;0;CL_8;CL
21;30;1;CL_8;CL
10;11;0;CL_8;CL
16;45;1;CL_8;CL
20;32;1;CL_8;CL
20;45;1;CL_8;CL
20;45;1;CL_8;CL
20;30;1;CL_8;CL
10;18;0;CL_8;CL
36;45;1;CL_8;CL
28;45;1;CL_8;CL
14;30;1;CL_8;CL
15;30;1;CL_8;CL
40;45;0;CL_8;CL
10;23;1;CL_8;CL
10;11;0;CL_8;CL
10;21;1;CL_8;CL
20;31;1;CL_8;CL
26;30;0;CL_8;CL
22;45;1;CL_8;CL
20;34;1;CL_8;CL
10;13;0;CL_8;CL
10;17;0;CL_8;CL
44;45;0;CL_8;CL
20;25;0;CL_8;CL
17;30;1;CL_8;CL
25;30;0;CL_8;CL
20;35;1;CL_8;CL
20;28;0;CL_8;CL
44;45;0;CL_8;CL
10;12;0;CL_8;CL
19;30;1;CL_8;CL
20;31;0;CL_8;CL
24;45;1;CL_8;CL
34;45;1;CL_8;CL
34;45;1;CL_8;CL
42;45;0;CL_8;CL
13;30;1;CL_8;CL
20;30;1;CL_8;CL
20;30;0;CL_8;CL
10;13;0;CL_8;CL
10;18;0;CL_8;CL
10;20;1;CL_8;CL
20;37;1;CL_8;CL
20;27;0;CL_8;CL
23;30;0;CL_8;CL
30;45;1;CL_8;CL
10;14;0;CL_8;CL
10;15;0;CL_8;CL
10;15;0;CL_8;CL
18;30;1;CL_8;CL
30;45;0;PD_8;PD
20;33;0;PD_8;PD
27;30;0;PD_8;PD
26;30;0;PD_8;PD
20;30;0;PD_8;PD
20;28;0;PD_8;PD
22;45;1;PD_8;PD
10;20;0;PD_8;PD
19;30;0;PD_8;PD
34;45;0;PD_8;PD
24;30;0;PD_8;PD
32;45;0;PD_8;PD
10;14;0;PD_8;PD
26;45;1;PD_8;PD
17;30;0;PD_8;PD
10;21;0;PD_8;PD
20;28;0;PD_8;PD
20;33;0;PD_8;PD
17;30;0;PD_8;PD
18;45;1;PD_8;PD
10;13;0;PD_8;PD
19;30;0;PD_8;PD
10;12;0;PD_8;PD
32;45;0;PD_8;PD
10;13;0;PD_8;PD
20;37;1;PD_8;PD
18;45;1;PD_8;PD
20;26;0;PD_8;PD
42;45;0;PD_8;PD
10;15;0;PD_8;PD
20;32;1;PD_8;PD
10;18;0;PD_8;PD
20;36;1;PD_8;PD
23;30;0;PD_8;PD
20;27;0;PD_8;PD
34;45;0;PD_8;PD
10;22;1;PD_8;PD
16;45;1;PD_8;PD
28;45;1;PD_8;PD
20;27;0;PD_8;PD
20;29;1;PD_8;PD
44;45;0;PD_8;PD
20;37;0;PD_8;PD
10;17;0;PD_8;PD
16;45;1;PD_8;PD
30;45;0;PD_8;PD
20;45;1;PD_8;PD
20;32;0;PD_8;PD
24;45;1;PD_8;PD
10;24;0;PD_8;PD
10;15;0;PD_8;PD
20;25;0;PD_8;PD
20;24;0;PD_8;PD
10;20;0;PD_8;PD
24;30;0;PD_8;PD
20;29;0;PD_8;PD
16;30;1;PD_8;PD
20;30;0;PD_8;PD
25;30;0;PD_8;PD
10;21;0;PD_8;PD
14;30;0;PD_8;PD
10;11;0;PD_8;PD
21;30;0;PD_8;PD
40;45;0;PD_8;PD
21;30;0;PD_8;PD
10;17;0;PD_8;PD
22;30;0;PD_8;PD
23;30;0;PD_8;PD
10;18;0;PD_8;PD
14;30;0;PD_8;PD
22;45;1;PD_8;PD
15;30;0;PD_8;PD
20;34;0;PD_8;PD
10;25;0;PD_8;PD
10;16;0;PD_8;PD
10;25;1;PD_8;PD
10;14;0;PD_8;PD
10;16;0;PD_8;PD
20;38;1;PD_8;PD
20;45;1;PD_8;PD
13;30;0;PD_8;PD
20;34;0;PD_8;PD
13;30;0;PD_8;PD
44;45;0;PD_8;PD
28;45;1;PD_8;PD
38;45;0;PD_8;PD
20;24;0;PD_8;PD
26;45;1;PD_8;PD
10;24;0;PD_8;PD
18;30;0;PD_8;PD
20;31;0;PD_8;PD
10;19;0;PD_8;PD
10;23;0;PD_8;PD
38;45;0;PD_8;PD
20;31;0;PD_8;PD
10;12;0;PD_8;PD
40;45;0;PD_8;PD
25;30;0;PD_8;PD
20;26;0;PD_8;PD
10;23;0;PD_8;PD
20;35;1;PD_8;PD
20;35;0;PD_8;PD
10;11;0;PD_8;PD
18;30;0;PD_8;PD
20;30;0;PD_8;PD
20;25;0;PD_8;PD
24;45;1;PD_8;PD
42;45;0;PD_8;PD
15;30;1;PD_8;PD
22;30;0;PD_8;PD
27;30;0;PD_8;PD
10;22;0;PD_8;PD
36;45;0;PD_8;PD
26;30;0;PD_8;PD
36;45;0;PD_8;PD
10;19;0;PD_8;PD
20;36;0;PD_8;PD
16;30;0;PD_8;PD
20;30;0;PD_8;PD
20;38;0;PD_8;PD
20;30;1;CL_9;CL
36;45;1;CL_9;CL
10;17;0;CL_9;CL
21;30;1;CL_9;CL
18;30;1;CL_9;CL
10;21;0;CL_9;CL
27;30;1;CL_9;CL
10;21;0;CL_9;CL
10;12;0;CL_9;CL
10;19;0;CL_9;CL
20;31;0;CL_9;CL
20;36;1;CL_9;CL
20;33;1;CL_9;CL
20;29;0;CL_9;CL
20;24;0;CL_9;CL
23;30;0;CL_9;CL
22;45;1;CL_9;CL
17;30;1;CL_9;CL
20;24;0;CL_9;CL
44;45;0;CL_9;CL
28;45;0;CL_9;CL
15;30;1;CL_9;CL
20;32;1;CL_9;CL
20;27;0;CL_9;CL
10;11;0;CL_9;CL
20;32;0;CL_9;CL
20;36;0;CL_9;CL
44;45;0;CL_9;CL
28;45;0;CL_9;CL
13;30;0;CL_9;CL
25;30;1;CL_9;CL
40;45;0;CL_9;CL
18;30;0;CL_9;CL
26;45;1;CL_9;CL
32;45;1;CL_9;CL
22;45;1;CL_9;CL
10;17;0;CL_9;CL
20;45;1;CL_9;CL
18;45;1;CL_9;CL
20;30;1;CL_9;CL
26;45;0;CL_9;CL
20;37;1;CL_9;CL
10;15;0;CL_9;CL
20;26;0;CL_9;CL
10;13;0;CL_9;CL
25;30;0;CL_9;CL
20;35;1;CL_9;CL
20;45;1;CL_9;CL
20;28;0;CL_9;CL
20;35;1;CL_9;CL
16;30;1;CL_9;CL
36;45;0;CL_9;CL
10;18;0;CL_9;CL
26;30;0;CL_9;CL
20;25;1;CL_9;CL
10;12;0;CL_9;CL
16;30;0;CL_9;CL
20;34;1;CL_9;CL
24;30;0;CL_9;CL
40;45;0;CL_9;CL
10;23;0;CL_9;CL
10;15;0;CL_9;CL
14;30;1;CL_9;CL
20;38;1;CL_9;CL
13;30;1;CL_9;CL
30;45;0;CL_9;CL
16;45;1;CL_9;CL
20;25;0;CL_9;CL
15;30;0;CL_9;CL
24;30;0;CL_9;CL
30;45;1;CL_9;CL
23;30;0;CL_9;CL
10;18;0;CL_9;CL
21;30;1;CL_9;CL
20;37;1;CL_9;CL
34;45;1;CL_9;CL
22;30;0;CL_9;CL
24;45;1;CL_9;CL
14;30;0;CL_9;CL
32;45;0;CL_9;CL
20;30;1;CL_9;CL
10;25;0;CL_9;CL
24;45;1;CL_9;CL
10;14;0;CL_9;CL
20;30;0;CL_9;CL
38;45;0;CL_9;CL
10;20;1;CL_9;CL
10;20;0;CL_9;CL
10;22;0;CL_9;CL
10;24;0;CL_9;CL
10;24;0;CL_9;CL
10;14;0;CL_9;CL
20;27;1;CL_9;CL
42;45;0;CL_9;CL
22;30;0;CL_9;CL
10;16;1;CL_9;CL
38;45;0;CL_9;CL
20;33;0;CL_9;CL
34;45;0;CL_9;CL
10;19;0;CL_9;CL
10;25;1;CL_9;CL
18;45;1;CL_9;CL
10;16;0;CL_9;CL
20;26;0;CL_9;CL
19;30;0;CL_9;CL
10;22;0;CL_9;CL
42;45;0;CL_9;CL
26;30;0;CL_9;CL
20;28;0;CL_9;CL
19;30;0;CL_9;CL
20;31;0;CL_9;CL
20;34;1;CL_9;CL
20;38;0;CL_9;CL
27;30;0;CL_9;CL
16;45;1;CL_9;CL
10;11;0;CL_9;CL
17;30;0;CL_9;CL
20;29;0;CL_9;CL
10;13;0;CL_9;CL
10;23;0;CL_9;CL
38;45;0;PD_9;PD
22;30;0;PD_9;PD
10;21;0;PD_9;PD
38;45;0;PD_9;PD
22;30;0;PD_9;PD
26;45;1;PD_9;PD
10;25;0;PD_9;PD
15;30;0;PD_9;PD
20;35;0;PD_9;PD
36;45;0;PD_9;PD
20;34;0;PD_9;PD
10;22;0;PD_9;PD
20;29;0;PD_9;PD
10;13;0;PD_9;PD
10;20;0;PD_9;PD
32;45;0;PD_9;PD
10;25;0;PD_9;PD
20;36;0;PD_9;PD
20;38;1;PD_9;PD
26;45;0;PD_9;PD
10;18;0;PD_9;PD
15;30;1;PD_9;PD
20;29;1;PD_9;PD
20;38;0;PD_9;PD
14;30;0;PD_9;PD
19;30;0;PD_9;PD
10;11;0;PD_9;PD
24;45;1;PD_9;PD
21;30;0;PD_9;PD
10;14;0;PD_9;PD
10;19;0;PD_9;PD
10;20;0;PD_9;PD
14;30;1;PD_9;PD
10;17;0;PD_9;PD
10;24;0;PD_9;PD
17;30;0;PD_9;PD
44;45;0;PD_9;PD
20;32;0;PD_9;PD
10;12;0;PD_9;PD
10;17;0;PD_9;PD
10;18;0;PD_9;PD
20;24;0;PD_9;PD
22;45;1;PD_9;PD
19;30;0;PD_9;PD
10;19;0;PD_9;PD
16;30;1;PD_9;PD
20;27;0;PD_9;PD
25;30;0;PD_9;PD
10;12;0;PD_9;PD
18;30;0;PD_9;PD
20;45;1;PD_9;PD
20;26;0;PD_9;PD
24;30;0;PD_9;PD
10;22;0;PD_9;PD
10;23;0;PD_9;PD
44;45;0;PD_9;PD
42;45;0;PD_9;PD
22;45;1;PD_9;PD
20;27;0;PD_9;PD
10;21;1;PD_9;PD
18;45;1;PD_9;PD
24;45;1;PD_9;PD
23;30;0;PD_9;PD
36;45;0;PD_9;PD
10;16;0;PD_9;PD
13;30;0;PD_9;PD
24;30;1;PD_9;PD
18;45;1;PD_9;PD
20;26;0;PD_9;PD
26;30;0;PD_9;PD
20;37;0;PD_9;PD
20;36;0;PD_9;PD
25;30;0;PD_9;PD
20;34;0;PD_9;PD
20;33;0;PD_9;PD
20;30;0;PD_9;PD
20;24;0;PD_9;PD
20;28;0;PD_9;PD
28;45;0;PD_9;PD
34;45;0;PD_9;PD
18;30;0;PD_9;PD
20;33;1;PD_9;PD
20;30;0;PD_9;PD
20;32;0;PD_9;PD
20;30;0;PD_9;PD
40;45;0;PD_9;PD
42;45;0;PD_9;PD
27;30;0;PD_9;PD
20;30;0;PD_9;PD
10;16;0;PD_9;PD
27;30;0;PD_9;PD
16;45;1;PD_9;PD
40;45;0;PD_9;PD
20;31;0;PD_9;PD
20;28;0;PD_9;PD
21;30;0;PD_9;PD
20;25;0;PD_9;PD
30;45;0;PD_9;PD
16;45;1;PD_9;PD
32;45;0;PD_9;PD
26;30;0;PD_9;PD
10;11;0;PD_9;PD
30;45;0;PD_9;PD
10;15;0;PD_9;PD
10;15;0;PD_9;PD
20;35;0;PD_9;PD
28;45;1;PD_9;PD
20;37;1;PD_9;PD
23;30;0;PD_9;PD
34;45;0;PD_9;PD
16;30;0;PD_9;PD
17;30;0;PD_9;PD
20;25;0;PD_9;PD
10;14;0;PD_9;PD
13;30;1;PD_9;PD
20;45;1;PD_9;PD
20;31;0;PD_9;PD
10;13;0;PD_9;PD
10;23;0;PD_9;PD
10;24;0;PD_9;PD
16;30;1;CL_10;CL
20;32;1;CL_10;CL
20;31;0;CL_10;CL
19;30;1;CL_10;CL
10;14;0;CL_10;CL
16;45;1;CL_10;CL
10;19;0;CL_10;CL
10;11;0;CL_10;CL
10;24;1;CL_10;CL
20;34;1;CL_10;CL
20;25;0;CL_10;CL
22;30;0;CL_10;CL
25;30;0;CL_10;CL
30;45;1;CL_10;CL
17;30;1;CL_10;CL
10;22;1;CL_10;CL
10;21;1;CL_10;CL
10;13;0;CL_10;CL
20;26;0;CL_10;CL
13;30;1;CL_10;CL
18;45;1;CL_10;CL
17;30;1;CL_10;CL
10;17;0;CL_10;CL
20;29;1;CL_10;CL
25;30;0;CL_10;CL
22;45;1;CL_10;CL
24;45;1;CL_10;CL
20;30;0;CL_10;CL
10;15;0;CL_10;CL
44;45;0;CL_10;CL
10;12;0;CL_10;CL
24;30;0;CL_10;CL
20;26;0;CL_10;CL
21;30;1;CL_10;CL
26;45;1;CL_10;CL
38;45;0;CL_10;CL
20;36;1;CL_10;CL
22;45;1;CL_10;CL
42;45;0;CL_10;CL
30;45;1;CL_10;CL
36;45;0;CL_10;CL
20;27;0;CL_10;CL
20;27;0;CL_10;CL
10;19;0;CL_10;CL
16;30;1;CL_10;CL
32;45;1;CL_10;CL
10;20;0;CL_10;CL
10;17;0;CL_10;CL
10;24;1;CL_10;CL
10;16;0;CL_10;CL
22;30;1;CL_10;CL
40;45;0;CL_10;CL
28;45;1;CL_10;CL
20;37;1;CL_10;CL
40;45;0;CL_10;CL
19;30;1;CL_10;CL
10;15;0;CL_10;CL
10;18;0;CL_10;CL
10;21;1;CL_10;CL
10;23;1;CL_10;CL
10;23;1;CL_10;CL
20;33;1;CL_10;CL
20;24;0;CL_10;CL
20;28;0;CL_10;CL
15;30;1;CL_10;CL
14;30;1;CL_10;CL
16;45;1;CL_10;CL
44;45;0;CL_10;CL
20;38;1;CL_10;CL
10;22;1;CL_10;CL
21;30;0;CL_10;CL
10;20;0;CL_10;CL
20;30;1;CL_10;CL
14;30;1;CL_10;CL
20;29;0;CL_10;CL
20;24;0;CL_10;CL
42;45;0;CL_10;CL
18;30;1;CL_10;CL
23;30;0;CL_10;CL
32;45;1;CL_10;CL
20;28;0;CL_10;CL
20;33;1;CL_10;CL
20;31;0;CL_10;CL
23;30;0;CL_10;CL
27;30;0;CL_10;CL
10;14;0;CL_10;CL
20;45;1;CL_10;CL
10;25;1;CL_10;CL
18;45;1;CL_10;CL
24;45;1;CL_10;CL
38;45;0;CL_10;CL
27;30;0;CL_10;CL
10;16;0;CL_10;CL
20;38;1;CL_10;CL
20;36;1;CL_10;CL
20;32;1;CL_10;CL
28;45;1;CL_10;CL
34;45;1;CL_10;CL
20;35;1;CL_10;CL
13;30;1;CL_10;CL
20;34;1;CL_10;CL
36;45;0;CL_10;CL
10;11;0;CL_10;CL
26;30;0;CL_10;CL
24;30;0;CL_10;CL
20;30;0;CL_10;CL
20;35;1;CL_10;CL
10;13;0;CL_10;CL
20;45;1;CL_10;CL
10;25;1;CL_10;CL
18;30;0;CL_10;CL
26;30;0;CL_10;CL
20;25;0;CL_10;CL
15;30;1;CL_10;CL
10;12;0;CL_10;CL
20;30;1;CL_10;CL
20;37;1;CL_10;CL
26;45;1;CL_10;CL
10;18;0;CL_10;CL
34;45;1;CL_10;CL
10;15;0;PD_10;PD
19;30;0;PD_10;PD
10;14;0;PD_10;PD
10;17;0;PD_10;PD
15;30;1;PD_10;PD
20;36;1;PD_10;PD
40;45;0;PD_10;PD
20;31;0;PD_10;PD
20;28;0;PD_10;PD
20;33;0;PD_10;PD
20;26;0;PD_10;PD
10;24;0;PD_10;PD
20;38;1;PD_10;PD
10;16;1;PD_10;PD
20;38;1;PD_10;PD
10;12;0;PD_10;PD
13;30;1;PD_10;PD
20;32;0;PD_10;PD
16;30;0;PD_10;PD
20;30;0;PD_10;PD
10;23;1;PD_10;PD
10;19;1;PD_10;PD
27;30;0;PD_10;PD
20;24;0;PD_10;PD
20;26;0;PD_10;PD
15;30;1;PD_10;PD
23;30;0;PD_10;PD
20;24;0;PD_10;PD
18;45;1;PD_10;PD
20;37;0;PD_10;PD
10;21;0;PD_10;PD
32;45;0;PD_10;PD
32;45;1;PD_10;PD
10;24;1;PD_10;PD
16;30;1;PD_10;PD
20;30;0;PD_10;PD
10;20;0;PD_10;PD
10;22;1;PD_10;PD
44;45;0;PD_10;PD
20;34;1;PD_10;PD
10;25;1;PD_10;PD
23;30;1;PD_10;PD
28;45;1;PD_10;PD
20;34;0;PD_10;PD
10;11;0;PD_10;PD
10;15;0;PD_10;PD
10;14;1;PD_10;PD
24;45;1;PD_10;PD
24;45;1;PD_10;PD
20;25;0;PD_10;PD
38;45;0;PD_10;PD
10;16;0;PD_10;PD
19;30;0;PD_10;PD
20;45;1;PD_10;PD
10;20;0;PD_10;PD
17;30;1;PD_10;PD
26;45;1;PD_10;PD
22;30;0;PD_10;PD
10;23;1;PD_10;PD
42;45;0;PD_10;PD
10;18;0;PD_10;PD
30;45;0;PD_10;PD
10;13;0;PD_10;PD
10;19;1;PD_10;PD
10;13;0;PD_10;PD
10;17;0;PD_10;PD
10;22;0;PD_10;PD
16;45;1;PD_10;PD
22;45;1;PD_10;PD
25;30;0;PD_10;PD
22;30;0;PD_10;PD
18;45;1;PD_10;PD
20;36;1;PD_10;PD
20;29;0;PD_10;PD
34;45;0;PD_10;PD
20;31;0;PD_10;PD
38;45;0;PD_10;PD
20;25;1;PD_10;PD
24;30;0;PD_10;PD
26;30;0;PD_10;PD
26;30;0;PD_10;PD
34;45;1;PD_10;PD
22;45;1;PD_10;PD
27;30;0;PD_10;PD
26;45;1;PD_10;PD
20;29;0;PD_10;PD
18;30;0;PD_10;PD
20;33;0;PD_10;PD
10;21;1;PD_10;PD
20;30;1;PD_10;PD
21;30;0;PD_10;PD
10;18;0;PD_10;PD
36;45;1;PD_10;PD
18;30;0;PD_10;PD
17;30;0;PD_10;PD
20;30;1;PD_10;PD
20;28;1;PD_10;PD
16;45;1;PD_10;PD
20;32;1;PD_10;PD
36;45;0;PD_10;PD
20;35;0;PD_10;PD
25;30;0;PD_10;PD
28;45;0;PD_10;PD
42;45;0;PD_10;PD
21;30;1;PD_10;PD
14;30;1;PD_10;PD
20;35;0;PD_10;PD
40;45;1;PD_10;PD
20;45;1;PD_10;PD
20;37;1;PD_10;PD
13;30;1;PD_10;PD
24;30;0;PD_10;PD
30;45;1;PD_10;PD
10;11;0;PD_10;PD
20;27;0;PD_10;PD
14;30;1;PD_10;PD
10;12;0;PD_10;PD
20;27;0;PD_10;PD
10;25;1;PD_10;PD
44;45;0;PD_10;PD
